"REC","TGT","YDS","YPR","LG","X20.","TD","ATT","RuYD","RuTD","FL","G","FPTS","Week"
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,2,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,3,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,0,0,0,1,-2,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,1,1,0,3
10,13,147,14.7,41,5,0,1,3,1,0,1,31,4
8,10,103,12.9,30,2,2,0,0,0,0,1,30.3,4
14,19,122,8.7,18,0,0,0,0,0,0,1,26.2,4
10,14,160,16,64,5,0,1,-1,0,0,1,25.9,4
7,9,124,17.7,59,5,1,0,0,0,0,1,25.4,4
6,7,115,19.2,57,5,1,2,2,0,0,1,23.7,4
7,10,149,21.3,54,7,0,0,0,0,0,1,21.9,4
6,8,97,16.2,30,3,1,0,0,0,0,1,21.7,4
7,8,81,11.6,26,1,1,0,0,0,0,1,21.1,4
4,6,50,12.5,24,1,2,0,0,0,0,1,21,4
6,11,88,14.7,23,2,1,0,0,0,0,1,20.8,4
9,13,101,11.2,20,1,0,1,4,0,0,1,19.5,4
7,11,120,17.1,50,5,0,0,0,0,0,1,19,4
7,7,57,8.1,20,1,1,0,0,0,0,1,18.7,4
5,6,74,14.8,22,1,1,0,0,0,0,1,18.4,4
6,8,116,19.3,32,4,0,0,0,0,0,1,17.6,4
4,7,67,16.8,32,3,1,0,0,0,0,1,16.7,4
5,7,52,10.4,18,0,1,0,0,0,0,1,16.2,4
6,8,102,17,27,3,0,0,0,0,0,1,16.2,4
4,5,53,13.3,32,3,1,0,0,0,0,1,15.3,4
8,9,72,9,16,0,0,0,0,0,0,1,15.2,4
5,7,95,19,31,3,0,0,0,0,0,1,14.5,4
5,8,47,9.4,16,0,1,0,0,0,1,1,13.7,4
4,5,94,23.5,56,4,0,0,0,0,0,1,13.4,4
3,4,43,14.3,31,2,1,0,0,0,0,1,13.3,4
6,8,91,15.2,34,2,0,0,0,0,1,1,13.1,4
4,4,30,7.5,10,0,1,0,0,0,0,1,13,4
7,10,59,8.4,12,0,0,0,0,0,0,1,12.9,4
6,11,50,8.3,16,0,0,1,11,0,0,1,12.1,4
5,9,71,14.2,42,3,0,0,0,0,0,1,12.1,4
4,6,21,5.3,8,0,1,0,0,0,0,1,12.1,4
4,6,81,20.3,36,3,0,0,0,0,0,1,12.1,4
4,6,80,20,44,4,0,0,0,0,0,1,12,4
3,5,82,27.3,58,5,0,0,0,0,0,1,11.2,4
2,2,24,12,25,1,1,0,0,0,0,1,10.4,4
2,3,24,12,15,0,1,0,0,0,0,1,10.4,4
4,6,62,15.5,23,1,0,0,0,0,0,1,10.2,4
5,8,46,9.2,19,0,0,0,0,0,0,1,9.6,4
4,6,55,13.8,16,0,0,0,0,0,0,1,9.5,4
1,3,8,8,8,0,0,1,15,1,0,1,9.3,4
3,5,63,21,36,3,0,0,0,0,0,1,9.3,4
4,5,51,12.8,21,1,0,0,0,0,0,1,9.1,4
3,6,61,20.3,45,3,0,0,0,0,0,1,9.1,4
3,4,53,17.7,28,2,0,1,2,0,0,1,8.5,4
3,5,54,18,28,1,0,0,0,0,0,1,8.4,4
4,4,43,10.8,20,1,0,0,0,0,0,1,8.3,4
3,6,53,17.7,33,2,0,0,0,0,0,1,8.3,4
2,9,60,30,45,3,0,1,3,0,0,1,8.3,4
4,7,38,9.5,15,0,0,0,0,0,0,1,7.8,4
4,4,37,9.3,15,0,0,0,0,0,0,1,7.7,4
2,5,47,23.5,43,3,0,0,0,0,0,1,7.6,4
3,4,46,15.3,27,2,0,0,0,0,0,1,7.6,4
2,2,55,27.5,42,3,0,0,0,0,0,1,7.5,4
3,4,42,14,24,1,0,0,0,0,0,1,7.2,4
2,2,49,24.5,25,2,0,0,0,0,0,1,6.9,4
1,1,55,55,55,4,0,0,0,0,0,1,6.5,4
3,5,33,11,16,0,0,0,0,0,0,1,6.3,4
3,6,31,10.3,14,0,0,0,0,0,0,1,6.1,4
2,6,41,20.5,35,2,0,0,0,0,0,1,6.1,4
2,5,39,19.5,20,1,0,0,0,0,0,1,5.9,4
2,3,39,19.5,35,2,0,0,0,0,0,1,5.9,4
2,3,23,11.5,16,0,0,1,15,0,0,1,5.8,4
1,1,6,6,6,0,0,0,0,0,0,1,5.7,4
3,5,26,8.7,13,0,0,0,0,0,0,1,5.6,4
2,3,35,17.5,20,1,0,0,0,0,0,1,5.5,4
2,3,33,16.5,17,0,0,0,0,0,0,1,5.3,4
2,4,31,15.5,16,0,0,0,0,0,0,1,5.1,4
3,5,38,12.7,21,1,0,1,3,0,1,1,5.1,4
3,4,17,5.7,7,0,0,0,0,0,0,1,4.7,4
2,2,7,3.5,6,0,0,0,0,0,0,1,4.7,4
3,6,17,5.7,13,0,0,0,0,0,0,1,4.7,4
2,4,24,12,14,0,0,0,0,0,0,1,4.4,4
2,2,23,11.5,14,0,0,0,0,0,0,1,4.3,4
2,4,11,5.5,6,0,0,2,11,0,0,1,4.2,4
2,4,22,11,12,0,0,0,0,0,0,1,4.2,4
2,3,18,9,10,0,0,0,0,0,0,1,3.8,4
2,3,14,7,8,0,0,1,4,0,0,1,3.8,4
2,7,17,8.5,10,0,0,0,0,0,0,1,3.7,4
3,5,11,3.7,7,0,0,1,-4,0,0,1,3.7,4
1,1,25,25,25,1,0,0,0,0,0,1,3.5,4
2,3,15,7.5,9,0,0,0,0,0,0,1,3.5,4
2,6,15,7.5,9,0,0,0,0,0,0,1,3.5,4
2,3,10,5,7,0,0,0,0,0,0,1,3,4
1,2,18,18,18,0,0,0,0,0,0,1,2.8,4
2,6,7,3.5,5,0,0,0,0,0,0,1,2.7,4
1,1,10,10,10,0,0,1,6,0,0,1,2.6,4
1,1,13,13,13,0,0,0,0,0,0,1,2.3,4
1,3,13,13,13,0,0,0,0,0,0,1,2.3,4
1,2,11,11,11,0,0,0,0,0,0,1,2.1,4
1,1,9,9,9,0,0,0,0,0,0,1,1.9,4
1,4,9,9,9,0,0,0,0,0,0,1,1.9,4
1,4,7,7,7,0,0,0,0,0,0,1,1.7,4
1,2,7,7,7,0,0,0,0,0,0,1,1.7,4
2,3,16,8,14,0,0,0,0,0,1,1,1.6,4
1,1,6,6,6,0,0,0,0,0,0,1,1.6,4
1,3,6,6,6,0,0,0,0,0,0,1,1.6,4
1,4,6,6,6,0,0,0,0,0,0,1,1.6,4
1,1,5,5,5,0,0,0,0,0,0,1,1.5,4
1,2,5,5,5,0,0,0,0,0,0,1,1.5,4
1,2,6,6,6,0,0,1,-1,0,0,1,1.5,4
1,1,4,4,4,0,0,0,0,0,0,1,1.4,4
1,1,4,4,4,0,0,0,0,0,0,1,1.4,4
0,0,0,0,0,0,0,1,11,0,0,1,1.1,4
0,2,9,0,0,0,0,0,0,0,0,1,0.9,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,2,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,3,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,2,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,2,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,2,0,0,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,1,0,4
1,3,9,9,9,0,0,0,0,0,1,1,0,4
0,0,0,0,0,0,0,0,0,0,1,1,0,4
0,0,0,0,0,0,0,0,0,0,1,1,0,4
3,6,171,57,98,8,2,0,0,0,0,1,32.1,5
12,13,154,12.8,31,2,0,0,0,0,0,1,30.3,5
3,7,124,41.3,58,7,2,0,0,0,0,1,27.4,5
5,6,104,20.8,40,5,2,0,0,0,0,1,27.4,5
7,10,125,17.9,75,4,1,1,4,0,0,1,25.9,5
2,4,105,52.5,75,6,2,0,0,0,0,1,24.5,5
8,11,102,12.8,41,3,1,0,0,0,0,1,24.2,5
7,8,111,15.9,24,2,1,0,0,0,0,1,24.1,5
10,13,134,13.4,38,3,0,0,0,0,0,1,23.4,5
8,10,78,9.8,25,1,1,0,0,0,0,1,21.8,5
7,12,76,10.9,20,1,1,0,0,0,0,1,20.6,5
10,11,87,8.7,22,2,0,0,0,0,0,1,18.7,5
5,8,88,17.6,50,4,1,0,0,0,1,1,17.8,5
7,11,104,14.9,37,3,0,0,0,0,0,1,17.4,5
7,13,99,14.1,35,3,0,0,0,0,0,1,16.9,5
3,5,75,25,31,4,1,0,0,0,0,1,16.5,5
8,9,81,10.1,17,0,0,0,0,0,0,1,16.1,5
4,6,54,13.5,18,0,1,0,0,0,0,1,15.4,5
6,10,92,15.3,31,3,0,0,0,0,0,1,15.2,5
6,8,90,15,23,1,0,0,0,0,0,1,15,5
6,8,83,13.8,29,1,0,0,0,0,0,1,14.3,5
6,7,79,13.2,26,1,0,0,0,0,0,1,13.9,5
4,8,35,8.8,17,0,1,0,0,0,0,1,13.5,5
7,8,68,9.7,28,1,0,2,-7,0,0,1,13.1,5
7,7,47,6.7,13,0,0,2,13,0,0,1,13,5
5,7,54,10.8,21,1,0,3,24,0,0,1,12.8,5
5,6,76,15.2,34,3,0,0,0,0,0,1,12.6,5
5,11,74,14.8,51,4,0,0,0,0,0,1,12.4,5
6,6,61,10.2,20,1,0,1,2,0,0,1,12.3,5
6,8,62,10.3,32,2,0,0,0,0,0,1,12.2,5
4,8,81,20.3,40,4,0,0,0,0,0,1,12.1,5
4,5,73,18.3,36,3,0,1,7,0,0,1,12,5
7,12,50,7.1,13,0,0,1,0,0,0,1,12,5
2,4,39,19.5,20,1,1,0,0,0,0,1,11.9,5
2,9,20,10,16,0,1,2,12,0,0,1,11.2,5
5,13,60,12,23,1,0,0,0,0,0,1,11,5
5,8,59,11.8,19,0,0,0,0,0,0,1,10.9,5
4,5,69,17.3,31,3,0,0,0,0,0,1,10.9,5
4,8,59,14.8,27,1,0,1,8,0,0,1,10.7,5
4,6,65,16.3,23,2,0,0,0,0,0,1,10.5,5
5,8,53,10.6,16,0,0,0,0,0,0,1,10.3,5
6,8,41,6.8,12,0,0,0,0,0,0,1,10.1,5
5,9,50,10,20,1,0,0,0,0,0,1,10,5
5,7,45,9,20,1,0,0,0,0,0,1,9.5,5
2,3,72,36,61,4,0,0,0,0,0,1,9.2,5
5,5,41,8.2,10,0,0,0,0,0,0,1,9.1,5
4,7,50,12.5,19,0,0,0,0,0,0,1,9,5
3,4,58,19.3,24,1,0,0,0,0,0,1,8.8,5
4,5,44,11,27,1,0,0,0,0,0,1,8.4,5
1,1,-1,-1,0,0,0,1,15,1,0,1,8.4,5
3,5,33,11,13,0,0,0,0,0,0,1,8.3,5
3,8,53,17.7,37,2,0,0,0,0,0,1,8.3,5
4,6,41,10.3,26,1,0,0,0,0,0,1,8.1,5
1,1,9,9,9,0,1,0,0,0,0,1,7.9,5
4,8,37,9.3,13,0,0,0,0,0,0,1,7.7,5
4,7,35,8.8,15,0,0,0,0,0,0,1,7.5,5
4,7,35,8.8,12,0,0,0,0,0,0,1,7.5,5
2,5,52,26,39,2,0,0,0,0,0,1,7.2,5
1,1,1,1,1,0,1,0,0,0,0,1,7.1,5
4,4,30,7.5,12,0,0,0,0,0,0,1,7,5
4,7,27,6.8,13,0,0,0,0,0,0,1,6.7,5
4,4,25,6.3,9,0,0,0,0,0,0,1,6.5,5
3,3,35,11.7,16,0,0,0,0,0,0,1,6.5,5
2,2,45,22.5,32,2,0,0,0,0,0,1,6.5,5
1,2,54,54,54,4,0,0,0,0,0,1,6.4,5
