y1_statefips,state_abb,state_name,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
29,MO,Missouri,26,MI,Michigan,986,1926,76726
29,MO,Missouri,36,NY,New York,982,1449,57909
29,MO,Missouri,31,NE,Nebraska,937,1762,57136
29,MO,Missouri,55,WI,Wisconsin,845,1503,49782
29,MO,Missouri,27,MN,Minnesota,835,1546,46755
29,MO,Missouri,21,KY,Kentucky,790,1564,46259
29,MO,Missouri,1,AL,Alabama,789,1598,48153
29,MO,Missouri,42,PA,Pennsylvania,773,1398,53045
29,MO,Missouri,45,SC,South Carolina,735,1561,62488
29,MO,Missouri,32,NV,Nevada,708,1355,43946
29,MO,Missouri,41,OR,Oregon,612,1047,33579
29,MO,Missouri,22,LA,Louisiana,557,1058,29786
29,MO,Missouri,28,MS,Mississippi,550,1145,30214
29,MO,Missouri,24,MD,Maryland,523,1004,38623
29,MO,Missouri,57,FR,Foreign,519,1096,26109
29,MO,Missouri,25,MA,Massachusetts,471,716,38889
29,MO,Missouri,49,UT,Utah,460,1026,36929
29,MO,Missouri,34,NJ,New Jersey,428,740,30810
29,MO,Missouri,35,NM,New Mexico,382,693,21484
29,MO,Missouri,46,SD,South Dakota,309,593,24181
29,MO,Missouri,15,HI,Hawaii,281,556,16898
29,MO,Missouri,16,ID,Idaho,271,628,17961
29,MO,Missouri,2,AK,Alaska,221,461,11649
29,MO,Missouri,30,MT,Montana,218,470,13141
29,MO,Missouri,9,CT,Connecticut,218,398,16853
29,MO,Missouri,56,WY,Wyoming,175,358,12730
29,MO,Missouri,38,ND,North Dakota,169,333,7754
29,MO,Missouri,11,DC,District Of Columbia,163,217,14774
29,MO,Missouri,54,WV,West Virginia,136,262,7984
29,MO,Missouri,23,ME,Maine,123,240,10996
29,MO,Missouri,10,DE,Delaware,99,208,6846
29,MO,Missouri,33,NH,New Hampshire,97,168,5357
29,MO,Missouri,50,VT,Vermont,63,109,4223
29,MO,Missouri,44,RI,Rhode Island,53,87,2637
30,MT,Montana,96,MT,MT Total Migration-US and Foreign,15990,28559,874434
30,MT,Montana,97,MT,MT Total Migration-US,15881,28341,868523
30,MT,Montana,98,MT,MT Total Migration-Foreign,109,218,5912
30,MT,Montana,97,MT,MT Total Migration-Same State,13417,24300,649184
30,MT,Montana,30,MT,MT Non-migrants,399853,827554,29105879
30,MT,Montana,53,WA,Washington,1690,2824,83549
30,MT,Montana,4,AZ,Arizona,1157,1982,75293
30,MT,Montana,6,CA,California,1134,1874,70522
30,MT,Montana,16,ID,Idaho,1021,1928,48798
30,MT,Montana,8,CO,Colorado,997,1619,54841
30,MT,Montana,41,OR,Oregon,905,1505,41163
30,MT,Montana,48,TX,Texas,873,1709,53717
30,MT,Montana,38,ND,North Dakota,637,1271,35539
30,MT,Montana,12,FL,Florida,599,1129,48108
30,MT,Montana,56,WY,Wyoming,578,1130,33957
30,MT,Montana,49,UT,Utah,544,1083,28521
30,MT,Montana,32,NV,Nevada,413,737,19572
30,MT,Montana,27,MN,Minnesota,368,587,18506
30,MT,Montana,37,NC,North Carolina,287,487,15854
30,MT,Montana,2,AK,Alaska,250,416,13632
30,MT,Montana,46,SD,South Dakota,242,457,12635
30,MT,Montana,26,MI,Michigan,223,419,10963
30,MT,Montana,47,TN,Tennessee,215,432,15398
30,MT,Montana,35,NM,New Mexico,213,392,10587
30,MT,Montana,55,WI,Wisconsin,206,349,10656
30,MT,Montana,36,NY,New York,203,307,9605
30,MT,Montana,51,VA,Virginia,201,352,9993
30,MT,Montana,39,OH,Ohio,200,322,9621
30,MT,Montana,29,MO,Missouri,195,363,10320
30,MT,Montana,13,GA,Georgia,193,376,10568
30,MT,Montana,42,PA,Pennsylvania,181,304,7969
30,MT,Montana,17,IL,Illinois,179,289,7868
30,MT,Montana,40,OK,Oklahoma,176,390,11408
30,MT,Montana,20,KS,Kansas,141,305,6372
30,MT,Montana,45,SC,South Carolina,137,270,7404
30,MT,Montana,18,IN,Indiana,133,254,6014
30,MT,Montana,19,IA,Iowa,115,227,6510
30,MT,Montana,24,MD,Maryland,114,215,5478
30,MT,Montana,31,NE,Nebraska,110,231,5569
30,MT,Montana,57,FR,Foreign,109,218,5912
30,MT,Montana,21,KY,Kentucky,105,212,5821
30,MT,Montana,15,HI,Hawaii,103,183,5480
30,MT,Montana,23,ME,Maine,102,165,4607
30,MT,Montana,5,AR,Arkansas,102,168,3547
30,MT,Montana,25,MA,Massachusetts,98,126,4621
30,MT,Montana,22,LA,Louisiana,94,181,4766
30,MT,Montana,1,AL,Alabama,92,180,5667
30,MT,Montana,34,NJ,New Jersey,62,80,2660
30,MT,Montana,50,VT,Vermont,59,94,3483
30,MT,Montana,28,MS,Mississippi,56,120,2589
30,MT,Montana,9,CT,Connecticut,43,74,1892
30,MT,Montana,33,NH,New Hampshire,41,70,1975
30,MT,Montana,54,WV,West Virginia,37,74,2416
30,MT,Montana,11,DC,District Of Columbia,25,32,1140
30,MT,Montana,44,RI,Rhode Island,16,21,671
30,MT,Montana,10,DE,Delaware,16,26,678
31,NE,Nebraska,96,NE,NE Total Migration-US and Foreign,23448,45070,1733371
31,NE,Nebraska,97,NE,NE Total Migration-US,23192,44465,1718421
31,NE,Nebraska,98,NE,NE Total Migration-Foreign,256,605,14950
31,NE,Nebraska,97,NE,NE Total Migration-Same State,28394,54232,1504433
31,NE,Nebraska,31,NE,NE Non-migrants,713497,1599245,56323477
31,NE,Nebraska,19,IA,Iowa,3250,6162,163617
31,NE,Nebraska,48,TX,Texas,1994,4009,138191
31,NE,Nebraska,8,CO,Colorado,1851,3376,111426
31,NE,Nebraska,12,FL,Florida,1408,2677,359822
31,NE,Nebraska,20,KS,Kansas,1223,2455,67957
31,NE,Nebraska,6,CA,California,1194,2224,76577
31,NE,Nebraska,29,MO,Missouri,1173,2208,78487
31,NE,Nebraska,4,AZ,Arizona,1128,2121,104994
31,NE,Nebraska,46,SD,South Dakota,934,1699,54196
31,NE,Nebraska,27,MN,Minnesota,713,1384,42722
31,NE,Nebraska,17,IL,Illinois,581,1056,35344
31,NE,Nebraska,53,WA,Washington,482,856,29418
31,NE,Nebraska,37,NC,North Carolina,404,805,28897
31,NE,Nebraska,51,VA,Virginia,397,891,28954
31,NE,Nebraska,56,WY,Wyoming,387,758,19558
31,NE,Nebraska,40,OK,Oklahoma,386,842,23175
31,NE,Nebraska,13,GA,Georgia,376,813,24961
31,NE,Nebraska,55,WI,Wisconsin,343,666,19226
31,NE,Nebraska,39,OH,Ohio,317,582,18640
31,NE,Nebraska,32,NV,Nevada,313,585,20924
31,NE,Nebraska,47,TN,Tennessee,311,585,20624
31,NE,Nebraska,36,NY,New York,309,457,15874
31,NE,Nebraska,26,MI,Michigan,273,535,16558
31,NE,Nebraska,41,OR,Oregon,270,485,17095
31,NE,Nebraska,57,FR,Foreign,256,605,14950
31,NE,Nebraska,49,UT,Utah,256,539,17363
31,NE,Nebraska,5,AR,Arkansas,244,533,17221
31,NE,Nebraska,18,IN,Indiana,224,420,12414
31,NE,Nebraska,42,PA,Pennsylvania,223,417,14287
31,NE,Nebraska,35,NM,New Mexico,197,389,10946
31,NE,Nebraska,24,MD,Maryland,190,313,11681
31,NE,Nebraska,45,SC,South Carolina,172,378,12744
31,NE,Nebraska,1,AL,Alabama,168,379,11759
31,NE,Nebraska,30,MT,Montana,164,315,9936
31,NE,Nebraska,21,KY,Kentucky,145,260,7300
31,NE,Nebraska,38,ND,North Dakota,144,281,7461
31,NE,Nebraska,22,LA,Louisiana,136,309,7933
31,NE,Nebraska,16,ID,Idaho,132,270,8330
31,NE,Nebraska,25,MA,Massachusetts,120,195,7868
31,NE,Nebraska,28,MS,Mississippi,116,251,5212
31,NE,Nebraska,15,HI,Hawaii,111,213,6382
31,NE,Nebraska,34,NJ,New Jersey,102,174,9817
31,NE,Nebraska,2,AK,Alaska,68,128,3287
31,NE,Nebraska,9,CT,Connecticut,48,82,3998
31,NE,Nebraska,54,WV,West Virginia,42,93,3104
31,NE,Nebraska,11,DC,District Of Columbia,42,48,2815
31,NE,Nebraska,33,NH,New Hampshire,38,82,3365
31,NE,Nebraska,23,ME,Maine,38,75,1769
31,NE,Nebraska,10,DE,Delaware,21,39,1963
31,NE,Nebraska,44,RI,Rhode Island,20,31,1253
31,NE,Nebraska,50,VT,Vermont,14,20,978
32,NV,Nevada,96,NV,NV Total Migration-US and Foreign,55695,103702,3536951
32,NV,Nevada,97,NV,NV Total Migration-US,55168,102606,3504046
32,NV,Nevada,98,NV,NV Total Migration-Foreign,527,1096,32905
32,NV,Nevada,97,NV,NV Total Migration-Same State,11236,20190,637096
32,NV,Nevada,32,NV,NV Non-migrants,1152084,2360747,91710519
32,NV,Nevada,6,CA,California,14070,24827,794826
32,NV,Nevada,48,TX,Texas,4322,8579,289607
32,NV,Nevada,4,AZ,Arizona,4235,7765,280531
32,NV,Nevada,12,FL,Florida,3386,5930,267534
32,NV,Nevada,49,UT,Utah,2652,5830,192977
32,NV,Nevada,53,WA,Washington,2474,4495,147963
32,NV,Nevada,8,CO,Colorado,1876,3301,138993
32,NV,Nevada,41,OR,Oregon,1839,3171,103300
32,NV,Nevada,16,ID,Idaho,1492,3188,99324
32,NV,Nevada,17,IL,Illinois,1154,1995,67149
32,NV,Nevada,36,NY,New York,937,1498,62187
32,NV,Nevada,13,GA,Georgia,933,1754,50822
32,NV,Nevada,39,OH,Ohio,900,1729,59982
32,NV,Nevada,37,NC,North Carolina,876,1701,55001
32,NV,Nevada,47,TN,Tennessee,860,1773,63363
32,NV,Nevada,15,HI,Hawaii,852,1651,52253
32,NV,Nevada,26,MI,Michigan,778,1447,45859
32,NV,Nevada,51,VA,Virginia,777,1565,57764
32,NV,Nevada,35,NM,New Mexico,768,1478,43651
32,NV,Nevada,29,MO,Missouri,687,1353,48429
32,NV,Nevada,42,PA,Pennsylvania,685,1181,45880
32,NV,Nevada,18,IN,Indiana,580,1059,33550
32,NV,Nevada,30,MT,Montana,562,1072,48373
32,NV,Nevada,40,OK,Oklahoma,556,1179,29076
32,NV,Nevada,55,WI,Wisconsin,535,960,29771
32,NV,Nevada,57,FR,Foreign,527,1096,32905
32,NV,Nevada,45,SC,South Carolina,498,1033,32422
32,NV,Nevada,27,MN,Minnesota,489,907,31456
32,NV,Nevada,34,NJ,New Jersey,398,641,38287
32,NV,Nevada,24,MD,Maryland,389,763,24278
32,NV,Nevada,25,MA,Massachusetts,369,611,27591
32,NV,Nevada,20,KS,Kansas,353,699,15938
32,NV,Nevada,1,AL,Alabama,345,752,19754
32,NV,Nevada,5,AR,Arkansas,343,727,17931
32,NV,Nevada,22,LA,Louisiana,338,631,15476
32,NV,Nevada,21,KY,Kentucky,323,596,14738
32,NV,Nevada,56,WY,Wyoming,303,570,18567
32,NV,Nevada,19,IA,Iowa,299,585,14428
32,NV,Nevada,2,AK,Alaska,276,576,15891
32,NV,Nevada,31,NE,Nebraska,270,513,14049
32,NV,Nevada,46,SD,South Dakota,233,456,19754
32,NV,Nevada,28,MS,Mississippi,209,402,10771
32,NV,Nevada,9,CT,Connecticut,183,287,11335
32,NV,Nevada,38,ND,North Dakota,181,384,10361
32,NV,Nevada,23,ME,Maine,110,195,7409
32,NV,Nevada,33,NH,New Hampshire,106,182,7524
32,NV,Nevada,54,WV,West Virginia,87,151,4158
32,NV,Nevada,10,DE,Delaware,77,131,8397
32,NV,Nevada,11,DC,District Of Columbia,74,104,6885
32,NV,Nevada,50,VT,Vermont,68,110,5284
32,NV,Nevada,44,RI,Rhode Island,61,119,3196
33,NH,New Hampshire,96,NH,NH Total Migration-US and Foreign,23070,37995,1762066
33,NH,New Hampshire,97,NH,NH Total Migration-US,22981,37813,1756712
33,NH,New Hampshire,98,NH,NH Total Migration-Foreign,89,182,5354
33,NH,New Hampshire,97,NH,NH Total Migration-Same State,17969,29736,1207386
33,NH,New Hampshire,33,NH,NH Non-migrants,552855,1094094,52723424
33,NH,New Hampshire,25,MA,Massachusetts,6065,8937,433690
33,NH,New Hampshire,12,FL,Florida,2727,4969,297194
33,NH,New Hampshire,23,ME,Maine,2573,4192,166250
33,NH,New Hampshire,50,VT,Vermont,1405,2279,77650
33,NH,New Hampshire,36,NY,New York,913,1417,63736
33,NH,New Hampshire,37,NC,North Carolina,806,1490,58961
33,NH,New Hampshire,6,CA,California,732,1089,61564
33,NH,New Hampshire,48,TX,Texas,682,1278,53864
33,NH,New Hampshire,9,CT,Connecticut,564,890,44614
33,NH,New Hampshire,45,SC,South Carolina,535,1033,42954
33,NH,New Hampshire,51,VA,Virginia,529,922,39257
33,NH,New Hampshire,42,PA,Pennsylvania,484,868,36510
33,NH,New Hampshire,8,CO,Colorado,394,570,35292
33,NH,New Hampshire,4,AZ,Arizona,382,616,31302
33,NH,New Hampshire,44,RI,Rhode Island,343,540,32583
33,NH,New Hampshire,13,GA,Georgia,338,677,23755
33,NH,New Hampshire,53,WA,Washington,294,461,22257
33,NH,New Hampshire,34,NJ,New Jersey,278,433,24085
33,NH,New Hampshire,47,TN,Tennessee,273,525,19422
33,NH,New Hampshire,39,OH,Ohio,236,437,17142
33,NH,New Hampshire,24,MD,Maryland,206,341,14641
33,NH,New Hampshire,17,IL,Illinois,184,273,13658
33,NH,New Hampshire,26,MI,Michigan,164,314,13318
33,NH,New Hampshire,41,OR,Oregon,149,207,12720
33,NH,New Hampshire,32,NV,Nevada,133,235,10299
33,NH,New Hampshire,49,UT,Utah,122,219,13102
33,NH,New Hampshire,18,IN,Indiana,118,217,8213
33,NH,New Hampshire,29,MO,Missouri,115,200,7077
33,NH,New Hampshire,55,WI,Wisconsin,101,170,7971
33,NH,New Hampshire,27,MN,Minnesota,95,152,5621
33,NH,New Hampshire,21,KY,Kentucky,90,192,4632
33,NH,New Hampshire,57,FR,Foreign,89,182,5354
33,NH,New Hampshire,1,AL,Alabama,88,190,6743
33,NH,New Hampshire,35,NM,New Mexico,79,142,6086
33,NH,New Hampshire,11,DC,District Of Columbia,78,85,5532
33,NH,New Hampshire,40,OK,Oklahoma,75,164,4161
33,NH,New Hampshire,30,MT,Montana,70,107,6346
33,NH,New Hampshire,15,HI,Hawaii,68,116,4427
33,NH,New Hampshire,22,LA,Louisiana,58,108,3201
33,NH,New Hampshire,19,IA,Iowa,57,91,3056
33,NH,New Hampshire,5,AR,Arkansas,51,101,3834
33,NH,New Hampshire,20,KS,Kansas,47,79,2915
33,NH,New Hampshire,2,AK,Alaska,47,78,2602
33,NH,New Hampshire,10,DE,Delaware,45,76,3418
33,NH,New Hampshire,16,ID,Idaho,40,91,2788
33,NH,New Hampshire,54,WV,West Virginia,33,55,1865
33,NH,New Hampshire,28,MS,Mississippi,28,45,1746
33,NH,New Hampshire,31,NE,Nebraska,27,41,1614
33,NH,New Hampshire,56,WY,Wyoming,24,36,1432
33,NH,New Hampshire,46,SD,South Dakota,22,37,1111
33,NH,New Hampshire,38,ND,North Dakota,14,28,500
34,NJ,New Jersey,96,NJ,NJ Total Migration-US and Foreign,119202,209772,12802299
34,NJ,New Jersey,97,NJ,NJ Total Migration-US,118511,208326,12764720
34,NJ,New Jersey,98,NJ,NJ Total Migration-Foreign,691,1446,37579
34,NJ,New Jersey,97,NJ,NJ Total Migration-Same State,132510,235675,11628470
34,NJ,New Jersey,34,NJ,NJ Non-migrants,3427182,7285493,367593955
34,NJ,New Jersey,36,NY,New York,23604,37127,2202792
34,NJ,New Jersey,42,PA,Pennsylvania,18213,30876,1510076
34,NJ,New Jersey,12,FL,Florida,18208,33621,2935971
34,NJ,New Jersey,6,CA,California,6660,10924,807240
34,NJ,New Jersey,37,NC,North Carolina,5906,11584,578782
34,NJ,New Jersey,48,TX,Texas,5151,10613,526605
34,NJ,New Jersey,51,VA,Virginia,3926,7194,347434
34,NJ,New Jersey,13,GA,Georgia,3448,6854,294209
34,NJ,New Jersey,45,SC,South Carolina,3353,6478,382291
34,NJ,New Jersey,24,MD,Maryland,3024,5276,242034
34,NJ,New Jersey,25,MA,Massachusetts,2964,4798,372203
34,NJ,New Jersey,10,DE,Delaware,2462,4387,227418
34,NJ,New Jersey,9,CT,Connecticut,2194,3912,281659
34,NJ,New Jersey,8,CO,Colorado,1654,2662,192330
34,NJ,New Jersey,17,IL,Illinois,1514,2713,172319
34,NJ,New Jersey,39,OH,Ohio,1474,2966,121991
34,NJ,New Jersey,53,WA,Washington,1448,2375,176398
34,NJ,New Jersey,4,AZ,Arizona,1435,2545,166120
34,NJ,New Jersey,47,TN,Tennessee,1341,2592,141386
34,NJ,New Jersey,26,MI,Michigan,907,1709,89233
34,NJ,New Jersey,32,NV,Nevada,793,1340,86305
34,NJ,New Jersey,57,FR,Foreign,691,1446,37579
34,NJ,New Jersey,18,IN,Indiana,684,1421,58760
34,NJ,New Jersey,11,DC,District Of Columbia,605,757,54047
34,NJ,New Jersey,29,MO,Missouri,556,1053,45002
34,NJ,New Jersey,33,NH,New Hampshire,503,866,68382
34,NJ,New Jersey,44,RI,Rhode Island,483,804,44669
34,NJ,New Jersey,23,ME,Maine,449,827,41567
34,NJ,New Jersey,27,MN,Minnesota,444,765,44766
34,NJ,New Jersey,41,OR,Oregon,432,661,35907
34,NJ,New Jersey,50,VT,Vermont,420,735,60133
34,NJ,New Jersey,55,WI,Wisconsin,396,727,56728
34,NJ,New Jersey,21,KY,Kentucky,374,766,25303
34,NJ,New Jersey,49,UT,Utah,367,707,51677
34,NJ,New Jersey,1,AL,Alabama,351,642,23179
34,NJ,New Jersey,22,LA,Louisiana,320,615,21602
34,NJ,New Jersey,15,HI,Hawaii,308,558,20426
34,NJ,New Jersey,5,AR,Arkansas,236,413,20528
34,NJ,New Jersey,40,OK,Oklahoma,229,436,15067
34,NJ,New Jersey,54,WV,West Virginia,228,396,13151
34,NJ,New Jersey,20,KS,Kansas,223,403,17648
34,NJ,New Jersey,19,IA,Iowa,201,374,16652
34,NJ,New Jersey,35,NM,New Mexico,195,312,15589
34,NJ,New Jersey,28,MS,Mississippi,140,255,13720
34,NJ,New Jersey,31,NE,Nebraska,122,217,8477
34,NJ,New Jersey,16,ID,Idaho,118,200,10196
34,NJ,New Jersey,2,AK,Alaska,113,213,6011
34,NJ,New Jersey,30,MT,Montana,112,196,11306
34,NJ,New Jersey,46,SD,South Dakota,82,177,5786
34,NJ,New Jersey,38,ND,North Dakota,71,150,3129
34,NJ,New Jersey,56,WY,Wyoming,70,134,100515
35,NM,New Mexico,96,NM,NM Total Migration-US and Foreign,30168,58924,1899717
35,NM,New Mexico,97,NM,NM Total Migration-US,29552,57568,1864536
35,NM,New Mexico,98,NM,NM Total Migration-Foreign,616,1356,35181
35,NM,New Mexico,97,NM,NM Total Migration-Same State,19937,38021,952573
35,NM,New Mexico,35,NM,NM Non-migrants,730007,1521205,47403014
35,NM,New Mexico,48,TX,Texas,7116,14745,426614
35,NM,New Mexico,4,AZ,Arizona,3492,6946,261118
35,NM,New Mexico,8,CO,Colorado,2701,4915,164264
35,NM,New Mexico,6,CA,California,2311,4124,134552
35,NM,New Mexico,12,FL,Florida,1448,2753,91786
35,NM,New Mexico,53,WA,Washington,783,1352,49012
35,NM,New Mexico,32,NV,Nevada,733,1348,42648
35,NM,New Mexico,40,OK,Oklahoma,694,1377,36685
35,NM,New Mexico,57,FR,Foreign,616,1356,35181
35,NM,New Mexico,51,VA,Virginia,559,1199,41326
35,NM,New Mexico,41,OR,Oregon,551,921,33172
35,NM,New Mexico,49,UT,Utah,540,1248,35945
35,NM,New Mexico,37,NC,North Carolina,480,929,33057
35,NM,New Mexico,36,NY,New York,454,734,24547
35,NM,New Mexico,13,GA,Georgia,438,878,27982
35,NM,New Mexico,17,IL,Illinois,433,800,27832
35,NM,New Mexico,29,MO,Missouri,427,829,27412
35,NM,New Mexico,39,OH,Ohio,394,770,22417
35,NM,New Mexico,47,TN,Tennessee,377,787,27289
35,NM,New Mexico,26,MI,Michigan,322,576,15561
35,NM,New Mexico,42,PA,Pennsylvania,317,544,21113
35,NM,New Mexico,20,KS,Kansas,316,668,17637
35,NM,New Mexico,24,MD,Maryland,283,516,18327
35,NM,New Mexico,45,SC,South Carolina,269,492,21137
35,NM,New Mexico,16,ID,Idaho,262,586,22850
35,NM,New Mexico,55,WI,Wisconsin,251,450,15620
35,NM,New Mexico,27,MN,Minnesota,245,497,15695
35,NM,New Mexico,5,AR,Arkansas,240,556,12787
35,NM,New Mexico,1,AL,Alabama,240,525,18029
35,NM,New Mexico,25,MA,Massachusetts,228,361,14319
35,NM,New Mexico,22,LA,Louisiana,221,453,14871
35,NM,New Mexico,18,IN,Indiana,219,408,10500
35,NM,New Mexico,30,MT,Montana,203,390,15613
35,NM,New Mexico,56,WY,Wyoming,196,431,11270
35,NM,New Mexico,15,HI,Hawaii,177,338,10314
35,NM,New Mexico,19,IA,Iowa,171,314,8529
35,NM,New Mexico,2,AK,Alaska,170,359,9437
35,NM,New Mexico,31,NE,Nebraska,158,324,7550
35,NM,New Mexico,46,SD,South Dakota,149,311,11262
35,NM,New Mexico,21,KY,Kentucky,143,278,8382
35,NM,New Mexico,34,NJ,New Jersey,134,214,8250
35,NM,New Mexico,28,MS,Mississippi,122,248,7943
35,NM,New Mexico,38,ND,North Dakota,121,273,6837
35,NM,New Mexico,9,CT,Connecticut,80,125,2983
35,NM,New Mexico,33,NH,New Hampshire,76,136,5124
35,NM,New Mexico,23,ME,Maine,76,116,4945
35,NM,New Mexico,11,DC,District Of Columbia,69,106,7383
35,NM,New Mexico,54,WV,West Virginia,52,118,3343
35,NM,New Mexico,50,VT,Vermont,49,84,5571
35,NM,New Mexico,10,DE,Delaware,36,66,2060
35,NM,New Mexico,44,RI,Rhode Island,26,50,1638
36,NY,New York,96,NY,NY Total Migration-US and Foreign,279961,479826,31945432
36,NY,New York,97,NY,NY Total Migration-US,278489,477131,31848236
36,NY,New York,98,NY,NY Total Migration-Foreign,1472,2695,97196
36,NY,New York,97,NY,NY Total Migration-Same State,271785,463033,26382490
36,NY,New York,36,NY,NY Non-migrants,7673756,15381394,759783100
36,NY,New York,34,NJ,New Jersey,46682,84525,5322931
36,NY,New York,12,FL,Florida,41024,71845,6402038
36,NY,New York,6,CA,California,23305,32483,3021118
36,NY,New York,42,PA,Pennsylvania,20487,36880,1542800
36,NY,New York,9,CT,Connecticut,18016,32977,3183095
36,NY,New York,37,NC,North Carolina,13785,25505,1096874
36,NY,New York,48,TX,Texas,12488,22447,1231550
36,NY,New York,25,MA,Massachusetts,10817,15557,1267985
36,NY,New York,13,GA,Georgia,9079,16723,774407
36,NY,New York,51,VA,Virginia,8825,14883,758798
36,NY,New York,45,SC,South Carolina,6423,12041,636256
36,NY,New York,24,MD,Maryland,6224,10103,501271
36,NY,New York,17,IL,Illinois,4781,7207,585462
36,NY,New York,8,CO,Colorado,4688,7033,637100
36,NY,New York,39,OH,Ohio,4643,8475,348874
36,NY,New York,53,WA,Washington,4059,6085,398638
36,NY,New York,47,TN,Tennessee,3941,7064,365063
36,NY,New York,4,AZ,Arizona,3555,5929,319330
36,NY,New York,26,MI,Michigan,3106,5589,260240
36,NY,New York,11,DC,District Of Columbia,2153,2668,218913
36,NY,New York,50,VT,Vermont,2000,3111,237960
36,NY,New York,18,IN,Indiana,1818,3236,128782
36,NY,New York,32,NV,Nevada,1805,2882,144327
36,NY,New York,10,DE,Delaware,1795,3206,168643
36,NY,New York,44,RI,Rhode Island,1759,2820,229207
36,NY,New York,41,OR,Oregon,1736,2447,139977
36,NY,New York,33,NH,New Hampshire,1734,2731,186043
36,NY,New York,27,MN,Minnesota,1659,2667,175968
36,NY,New York,23,ME,Maine,1619,2558,204954
36,NY,New York,29,MO,Missouri,1527,2727,142358
36,NY,New York,57,FR,Foreign,1472,2695,97196
36,NY,New York,21,KY,Kentucky,1267,2372,88260
36,NY,New York,55,WI,Wisconsin,1196,1825,94443
36,NY,New York,1,AL,Alabama,1157,2129,71764
36,NY,New York,22,LA,Louisiana,1142,1963,74974
36,NY,New York,49,UT,Utah,1045,1885,167225
36,NY,New York,15,HI,Hawaii,877,1476,62895
36,NY,New York,35,NM,New Mexico,802,1210,66208
36,NY,New York,40,OK,Oklahoma,755,1322,79244
36,NY,New York,20,KS,Kansas,680,1338,53498
36,NY,New York,19,IA,Iowa,608,1048,43444
36,NY,New York,5,AR,Arkansas,487,943,34533
36,NY,New York,54,WV,West Virginia,442,797,29631
36,NY,New York,28,MS,Mississippi,410,764,23755
36,NY,New York,31,NE,Nebraska,387,676,30832
36,NY,New York,30,MT,Montana,384,581,51298
36,NY,New York,16,ID,Idaho,378,725,47212
36,NY,New York,2,AK,Alaska,337,555,16773
36,NY,New York,56,WY,Wyoming,236,431,154479
36,NY,New York,46,SD,South Dakota,190,377,15840
36,NY,New York,38,ND,North Dakota,176,310,10965
37,NC,North Carolina,96,NC,NC Total Migration-US and Foreign,123555,237442,8559375
37,NC,North Carolina,97,NC,NC Total Migration-US,121628,232767,8449430
37,NC,North Carolina,98,NC,NC Total Migration-Foreign,1927,4675,109945
37,NC,North Carolina,97,NC,NC Total Migration-Same State,176074,338214,10079450
37,NC,North Carolina,37,NC,NC Non-migrants,3536539,7590926,273616766
37,NC,North Carolina,45,SC,South Carolina,16969,33412,1319962
37,NC,North Carolina,12,FL,Florida,13949,26404,1138261
37,NC,North Carolina,51,VA,Virginia,11352,22045,715467
37,NC,North Carolina,13,GA,Georgia,7891,15173,482030
37,NC,North Carolina,48,TX,Texas,7543,15766,679051
37,NC,North Carolina,6,CA,California,6202,11225,445738
37,NC,North Carolina,36,NY,New York,5444,9362,321261
37,NC,North Carolina,47,TN,Tennessee,4653,8823,298460
37,NC,North Carolina,42,PA,Pennsylvania,4051,7480,238738
37,NC,North Carolina,39,OH,Ohio,3279,6320,198219
37,NC,North Carolina,24,MD,Maryland,3190,5732,180141
37,NC,North Carolina,8,CO,Colorado,2859,5233,204219
37,NC,North Carolina,53,WA,Washington,2238,4130,195363
37,NC,North Carolina,34,NJ,New Jersey,2231,3945,146117
37,NC,North Carolina,17,IL,Illinois,2037,3652,143737
37,NC,North Carolina,26,MI,Michigan,1986,3878,121139
37,NC,North Carolina,4,AZ,Arizona,1974,3841,140965
37,NC,North Carolina,57,FR,Foreign,1927,4675,109945
37,NC,North Carolina,25,MA,Massachusetts,1865,2998,138744
37,NC,North Carolina,1,AL,Alabama,1670,3503,104636
37,NC,North Carolina,21,KY,Kentucky,1424,2948,88424
37,NC,North Carolina,18,IN,Indiana,1415,2813,83894
37,NC,North Carolina,29,MO,Missouri,1251,2613,84300
37,NC,North Carolina,9,CT,Connecticut,1050,1860,61675
37,NC,North Carolina,54,WV,West Virginia,1009,1906,44565
37,NC,North Carolina,55,WI,Wisconsin,974,1855,59600
37,NC,North Carolina,27,MN,Minnesota,842,1578,60513
37,NC,North Carolina,22,LA,Louisiana,842,1635,55401
37,NC,North Carolina,41,OR,Oregon,831,1422,49430
37,NC,North Carolina,40,OK,Oklahoma,786,1780,44932
37,NC,North Carolina,32,NV,Nevada,782,1486,43585
37,NC,North Carolina,15,HI,Hawaii,732,1710,42668
37,NC,North Carolina,49,UT,Utah,704,1483,50644
37,NC,North Carolina,20,KS,Kansas,696,1547,45047
37,NC,North Carolina,11,DC,District Of Columbia,690,943,45536
37,NC,North Carolina,28,MS,Mississippi,636,1305,35243
37,NC,North Carolina,5,AR,Arkansas,581,1231,36400
37,NC,North Carolina,23,ME,Maine,551,1034,36056
37,NC,North Carolina,19,IA,Iowa,494,939,29731
37,NC,North Carolina,33,NH,New Hampshire,486,858,31100
37,NC,North Carolina,10,DE,Delaware,450,841,23940
37,NC,North Carolina,35,NM,New Mexico,447,859,28081
37,NC,North Carolina,2,AK,Alaska,446,1020,21520
37,NC,North Carolina,16,ID,Idaho,378,816,28342
